in:Solar Chimney Height (m),in:SC Orientation,in:Room Orientation,in:Room Width(m),in:Room Depth(m),out:FlowRate_m3/hr,out:TotalDiscomfortHours,out:TooHotDiscomfortHours,out:OT_TotalDiscomfortHours,out:OT_TooHotDiscomfortHours,out:NS_OT_TotalDiscomfortHours,out:NS_OT_TooHotDiscomfortHours,out:TotalEnergy,out:CoolingEnergy
4,2,1,10,22,3170.258947,2222,2222,1528,1528,912,912,23.428921,22.20273
5,2,1,10,22,3358.36951,2022,2022,1358,1358,910,910,23.52285,22.058228
6,2,1,10,22,3534.695281,1918,1918,1267,1267,880,880,23.461743,21.71198
7,2,1,10,22,3714.589997,1861,1861,1217,1217,868,868,23.444517,21.449517
8,2,1,10,22,3868.836723,1801,1801,1168,1168,843,843,23.440042,21.209106
4,3,1,10,22,3162.053092,2183,2183,1491,1491,906,906,23.550504,22.203689
5,3,1,10,22,3375.079412,1999,1999,1337,1337,898,898,23.642605,22.017159
6,3,1,10,22,3549.534886,1909,1909,1258,1258,873,873,23.512249,21.646183
7,3,1,10,22,3712.424931,1842,1842,1200,1200,857,857,23.504338,21.402775
8,3,1,10,22,3866.562911,1793,1793,1158,1158,834,834,23.479887,21.126284
4,0,2,10,22,2999.406671,2105,2105,1459,1459,788,788,22.399485,21.142529
5,0,2,10,22,3204.394369,1918,1918,1292,1292,739,739,22.185434,20.645898
6,0,2,10,22,3388.425819,1827,1827,1205,1205,695,695,21.964336,20.170686
7,0,2,10,22,3549.496949,1763,1763,1156,1156,669,669,21.887623,19.858839
8,0,2,10,22,3686.788123,1712,1712,1114,1114,659,659,21.916981,19.660306
4,1,2,10,22,3035.256555,2132,2132,1485,1485,732,732,21.733519,20.551933
5,1,2,10,22,3217.449656,1948,1948,1322,1322,737,737,22.018596,20.607959
6,1,2,10,22,3390.142473,1848,1848,1227,1227,698,698,21.851248,20.16264
7,1,2,10,22,3561.195736,1769,1769,1162,1162,668,668,21.752114,19.855229
8,1,2,10,22,3699.236085,1719,1719,1123,1123,655,655,21.750449,19.611402
4,2,2,10,22,3041.091346,2147,2147,1495,1495,748,748,21.782375,20.657502
5,2,2,10,22,3233.892736,1961,1961,1331,1331,754,754,22.093547,20.714876
6,2,2,10,22,3412.81643,1859,1859,1236,1236,719,719,21.937978,20.306948
7,2,2,10,22,3577.593738,1781,1781,1171,1171,694,694,21.837385,19.993142
8,2,2,10,22,3715.370679,1730,1730,1131,1131,671,671,21.826568,19.728559
4,3,2,10,22,3009.60987,2107,2107,1463,1463,733,733,21.805193,20.599448
5,3,2,10,22,3210.602281,1927,1927,1301,1301,724,724,21.887613,20.457015
6,3,2,10,22,3393.478484,1826,1826,1207,1207,684,684,21.75883,20.067669
7,3,2,10,22,3583.490737,1755,1755,1148,1148,664,664,21.690845,19.773752
8,3,2,10,22,3712.910609,1710,1710,1115,1115,642,642,21.667974,19.539036
4,0,3,10,22,2964.412506,2071,2071,1448,1448,638,638,21.041623,19.874684
5,0,3,10,22,3160.62337,1900,1900,1288,1288,620,620,21.033006,19.626439
6,0,3,10,22,3347.734288,1799,1799,1203,1203,599,599,20.946308,19.256735
4,1,3,10,22,2991.045516,2089,2089,1469,1469,618,618,20.632949,19.533768
5,1,3,10,22,3178.413855,1911,1911,1306,1306,605,605,20.798925,19.462581
4,2,3,10,22,3005.049183,2134,2134,1505,1505,653,653,20.716334,19.67897
5,2,3,10,22,3198.297672,1944,1944,1332,1332,643,643,20.995052,19.733093
6,2,3,10,22,3370.578091,1834,1834,1233,1233,617,617,20.899436,19.382405
4,3,3,10,22,2990.611645,2095,2095,1474,1474,619,619,20.660829,19.57746
5,3,3,10,22,3180.886575,1912,1912,1306,1306,603,603,20.764849,19.466609
4,0,-2,14,22,3338.526828,2611,2611,1860,1860,872,872,21.301277,20.792332
5,0,-2,14,22,3509.515143,2369,2369,1659,1659,952,952,22.624512,22.039483
6,0,-2,14,22,3718.253048,2181,2181,1501,1501,896,896,22.399173,21.691425
7,0,-2,14,22,3884.083552,2054,2054,1390,1390,861,861,22.19829,21.357172
8,0,-2,14,22,4033.185417,1965,1965,1310,1310,835,835,22.026283,21.081393
4,1,-2,14,22,3290.967282,2614,2614,1859,1859,971,971,22.54136,22.0233
5,1,-2,14,22,3520.05786,2362,2362,1653,1653,963,963,22.664697,22.076922
6,1,-2,14,22,3724.156719,2177,2177,1497,1497,896,896,22.310385,21.620554
7,1,-2,14,22,3899.37489,2047,2047,1384,1384,865,865,22.156918,21.333377
8,1,-2,14,22,4061.582006,1964,1964,1306,1306,837,837,21.988253,21.057584
4,2,-2,14,22,3292.706871,2563,2563,1824,1824,962,962,22.590309,22.043672
5,2,-2,14,22,3524.563383,2336,2336,1632,1632,933,933,22.588559,21.965065
6,2,-2,14,22,3716.498419,2152,2152,1475,1475,878,878,22.340152,21.570292
7,2,-2,14,22,3861.872853,2018,2018,1358,1358,849,849,22.14103,21.260584
8,2,-2,14,22,4014.66205,1950,1950,1299,1299,824,824,21.935275,20.937089
4,3,-2,14,22,3257.006309,2564,2564,1824,1824,960,960,22.453488,21.912056
5,3,-2,14,22,3515.917924,2329,2329,1630,1630,922,922,22.552771,21.930482
6,3,-2,14,22,3699.841943,2143,2143,1468,1468,866,866,22.238883,21.484043
7,3,-2,14,22,3881.308016,2023,2023,1365,1365,837,837,22.083161,21.197666
8,3,-2,14,22,4025.575186,1944,1944,1296,1296,822,822,21.94376,20.949916
4,0,-1,14,22,3190.802971,2571,2571,1834,1834,1001,1001,22.993071,22.271466
5,0,-1,14,22,3432.015534,2349,2349,1647,1647,938,938,22.769583,21.903951
6,0,-1,14,22,3645.388214,2167,2167,1497,1497,866,866,22.541187,21.554963
7,0,-1,14,22,3824.993765,2029,2029,1378,1378,836,836,22.382597,21.268905
8,0,-1,14,22,3960.064799,1947,1947,1301,1301,819,819,22.332469,21.051767
4,1,-1,14,22,3235.763055,2592,2592,1846,1846,972,972,22.874144,22.180621
5,1,-1,14,22,3428.67557,2366,2366,1657,1657,950,950,22.895828,22.056843
6,1,-1,14,22,3635.649263,2181,2181,1509,1509,887,887,22.655823,21.692674
7,1,-1,14,22,3838.224384,2042,2042,1387,1387,861,861,22.476739,21.391919
8,1,-1,14,22,3957.974854,1965,1965,1318,1318,836,836,22.396647,21.153018
4,2,-1,14,22,3186.701279,2555,2555,1823,1823,959,959,22.808752,22.096563
5,2,-1,14,22,3418.325944,2325,2325,1629,1629,919,919,22.758344,21.890723
6,2,-1,14,22,3624.204712,2141,2141,1475,1475,859,859,22.463998,21.483186
7,2,-1,14,22,3801.747975,2014,2014,1364,1364,827,827,22.322177,21.206913
8,2,-1,14,22,3934.119815,1942,1942,1297,1297,809,809,22.239022,20.979308
4,3,-1,14,22,3190.483909,2548,2548,1811,1811,950,950,22.840697,22.091053
5,3,-1,14,22,3413.088207,2319,2319,1619,1619,926,926,22.857322,21.949544
6,3,-1,14,22,3645.825961,2142,2142,1472,1472,872,872,22.608727,21.571588
7,3,-1,14,22,3812.543977,2005,2005,1356,1356,843,843,22.494723,21.305527
8,3,-1,14,22,3937.239651,1938,1938,1293,1293,819,819,22.435408,21.099917
4,0,0,14,22,3212.686797,2581,2581,1843,1843,957,957,22.7458,22.044008
5,0,0,14,22,3432.449028,2341,2341,1644,1644,910,910,22.629783,21.781935
6,0,0,14,22,3646.83133,2172,2172,1503,1503,852,852,22.427862,21.455512
7,0,0,14,22,3813.068177,2025,2025,1375,1375,824,824,22.285908,21.188569
8,0,0,14,22,3950.226951,1949,1949,1302,1302,798,798,22.217494,20.95625
4,1,0,14,22,3243.41363,2625,2625,1870,1870,974,974,22.785244,22.119158
5,1,0,14,22,3433.853467,2382,2382,1674,1674,959,959,22.855542,22.039866
6,1,0,14,22,3655.860866,2196,2196,1525,1525,890,890,22.609041,21.661194
7,1,0,14,22,3845.240647,2050,2050,1397,1397,858,858,22.476846,21.415355
8,1,0,14,22,3965.004415,1970,1970,1321,1321,832,832,22.372275,21.157107
4,2,0,14,22,3202.300316,2588,2588,1848,1848,954,954,22.72468,22.041873
5,2,0,14,22,3404.067136,2343,2343,1648,1648,917,917,22.613621,21.79906
6,2,0,14,22,3636.624049,2166,2166,1499,1499,854,854,22.328612,21.376743
7,2,0,14,22,3814.700913,2023,2023,1373,1373,814,814,22.170809,21.101288
8,2,0,14,22,3959.662029,1949,1949,1302,1302,794,794,22.115953,20.899766
4,3,0,14,22,3215.15343,2570,2570,1831,1831,950,950,22.750336,22.008678
5,3,0,14,22,3429.30025,2327,2327,1628,1628,928,928,22.810559,21.930706
6,3,0,14,22,3645.942564,2153,2153,1482,1482,865,865,22.540236,21.53664
7,3,0,14,22,3812.270167,2021,2021,1370,1370,840,840,22.461154,21.302136
8,3,0,14,22,3940.354192,1949,1949,1302,1302,817,817,22.366718,21.063865
4,0,1,14,22,3297.773443,2593,2593,1845,1845,966,966,22.77756,22.140531
5,0,1,14,22,3471.583343,2350,2350,1637,1637,975,975,23.017955,22.252361
6,0,1,14,22,3677.964821,2170,2170,1487,1487,904,904,22.636126,21.72232
7,0,1,14,22,3862.388201,2046,2046,1381,1381,878,878,22.510509,21.463252
8,0,1,14,22,3999.943194,1968,1968,1312,1312,866,866,22.430048,21.241828
4,1,1,14,22,3299.412682,2635,2635,1874,1874,1010,1010,23.010389,22.398332
5,1,1,14,22,3482.414825,2387,2387,1667,1667,1007,1007,23.078072,22.357298
6,1,1,14,22,3699.20718,2203,2203,1518,1518,934,934,22.779194,21.907063
7,1,1,14,22,3872.934029,2070,2070,1401,1401,895,895,22.552593,21.551847
8,1,1,14,22,4009.922111,1999,1999,1334,1334,879,879,22.465633,21.333838
4,2,1,14,22,3292.473441,2635,2635,1866,1866,1011,1011,22.938104,22.342533
5,2,1,14,22,3501.105004,2391,2391,1671,1671,1001,1001,23.040526,22.336741
6,2,1,14,22,3706.393828,2202,2202,1516,1516,928,928,22.755104,21.925879
7,2,1,14,22,3884.024854,2066,2066,1399,1399,894,894,22.553862,21.580374
8,2,1,14,22,4034.024596,1998,1998,1335,1335,877,877,22.486381,21.387785
4,3,1,14,22,3274.409467,2587,2587,1837,1837,1017,1017,23.075965,22.431905
5,3,1,14,22,3480.441715,2353,2353,1637,1637,991,991,23.10559,22.330218
6,3,1,14,22,3696.154662,2163,2163,1481,1481,917,917,22.738368,21.815286
7,3,1,14,22,3881.354711,2046,2046,1379,1379,885,885,22.598435,21.531966
8,3,1,14,22,4006.965446,1972,1972,1313,1313,865,865,22.44138,21.23918
4,0,2,14,22,3124.460948,2528,2528,1808,1808,911,911,22.372073,21.669633
5,0,2,14,22,3381.496789,2287,2287,1610,1610,834,834,22.065822,21.263996
6,0,2,14,22,3582.02109,2104,2104,1452,1452,792,792,21.925617,20.997529
7,0,2,14,22,3748.121895,1986,1986,1345,1345,758,758,21.786797,20.727928
8,0,2,14,22,3889.95492,1916,1916,1281,1281,743,743,21.719599,20.51794
4,1,2,14,22,3168.537847,2552,2552,1829,1829,878,878,22.062709,21.404481
5,1,2,14,22,3385.041377,2316,2316,1635,1635,847,847,22.040475,21.26323
6,1,2,14,22,3596.48597,2131,2131,1476,1476,795,795,21.85109,20.970131
7,1,2,14,22,3755.653872,2011,2011,1369,1369,759,759,21.70942,20.703565
8,1,2,14,22,3896.077126,1927,1927,1292,1292,737,737,21.632952,20.494219
4,2,2,14,22,3159.653343,2567,2567,1840,1840,892,892,22.146475,21.504735
5,2,2,14,22,3393.35602,2327,2327,1645,1645,859,859,22.093648,21.343713
6,2,2,14,22,3620.669265,2146,2146,1490,1490,819,819,21.955671,21.065868
7,2,2,14,22,3773.127194,2016,2016,1374,1374,782,782,21.793663,20.818374
8,2,2,14,22,3929.008138,1939,1939,1301,1301,756,756,21.680006,20.575055
4,3,2,14,22,3143.566089,2529,2529,1808,1808,875,875,22.112227,21.437501
5,3,2,14,22,3395.780502,2296,2296,1619,1619,832,832,21.99476,21.190909
6,3,2,14,22,3589.458827,2114,2114,1462,1462,781,781,21.771624,20.877792
7,3,2,14,22,3756.844157,1994,1994,1355,1355,747,747,21.609091,20.604252
8,3,2,14,22,3922.58064,1915,1915,1282,1282,731,731,21.529025,20.384395
4,0,3,14,22,3123.787632,2513,2513,1811,1811,805,805,21.596296,20.932817
5,0,3,14,22,3356.147635,2265,2265,1604,1604,759,759,21.451682,20.700146
6,0,3,14,22,3546.786492,2098,2098,1455,1455,718,718,21.315178,20.432997
7,0,3,14,22,3706.496796,1980,1980,1351,1351,684,684,21.125786,20.122564
8,0,3,14,22,3861.16258,1898,1898,1277,1277,666,666,21.003602,19.869034
4,1,3,14,22,3123.650474,2533,2533,1827,1827,786,786,21.390856,20.745967
5,1,3,14,22,3360.473438,2289,2289,1631,1631,749,749,21.331949,20.586478
6,1,3,14,22,3555.973166,2119,2119,1478,1478,709,709,21.194406,20.322196
7,1,3,14,22,3715.028962,1987,1987,1361,1361,670,670,20.949361,19.986799
8,1,3,14,22,3858.304821,1901,1901,1283,1283,655,655,20.861118,19.774974
4,2,3,14,22,3141.526629,2577,2577,1857,1857,810,810,21.475399,20.864319
5,2,3,14,22,3386.281093,2322,2322,1653,1653,789,789,21.492171,20.774368
6,2,3,14,22,3575.379739,2138,2138,1492,1492,739,739,21.33966,20.510435
7,2,3,14,22,3747.685073,2018,2018,1383,1383,706,706,21.152056,20.226194
8,2,3,14,22,3874.86423,1924,1924,1299,1299,685,685,21.061659,20.008459
4,3,3,14,22,3127.809403,2533,2533,1826,1826,789,789,21.437856,20.813055
5,3,3,14,22,3366.485972,2291,2291,1628,1628,752,752,21.310817,20.595654
6,3,3,14,22,3551.187001,2117,2117,1473,1473,710,710,21.133786,20.287718
7,3,3,14,22,3722.783259,1986,1986,1358,1358,682,682,20.995248,20.040097
8,3,3,14,22,3875.687389,1902,1902,1283,1283,655,655,20.824549,19.783241
6,0,-2,18,22,3836.439341,2490,2490,1753,1753,1002,1002,22.669432,22.149842
7,0,-2,18,22,4009.260112,2328,2328,1622,1622,942,942,22.402601,21.835767
8,0,-2,18,22,4190.89732,2201,2201,1511,1511,901,901,22.256228,21.610976
6,1,-2,18,22,3867.711112,2487,2487,1747,1747,999,999,22.699683,22.18202
7,1,-2,18,22,4023.049686,2328,2328,1616,1616,946,946,22.438077,21.877812
8,1,-2,18,22,4213.060015,2196,2196,1504,1504,905,905,22.244894,21.615984
6,2,-2,18,22,3828.852387,2463,2463,1727,1727,982,982,22.657856,22.122104
7,2,-2,18,22,4006.449319,2304,2304,1596,1596,921,921,22.410035,21.817882
8,2,-2,18,22,4194.462384,2168,2168,1482,1482,893,893,22.283326,21.607349
5,3,-2,18,22,3621.792196,2647,2647,1879,1879,1037,1037,22.828463,22.365092
6,3,-2,18,22,3826.054786,2461,2461,1729,1729,974,974,22.582056,22.041128
7,3,-2,18,22,4001.220193,2295,2295,1591,1591,913,913,22.339951,21.753314
8,3,-2,18,22,4178.660818,2161,2161,1477,1477,884,884,22.214501,21.539219
5,0,-1,18,22,3521.871448,2636,2636,1879,1879,1016,1016,22.738639,22.18311
6,0,-1,18,22,3733.290272,2442,2442,1725,1725,953,953,22.462869,21.837038
7,0,-1,18,22,3905.30867,2285,2285,1594,1594,889,889,22.215169,21.521821
8,0,-1,18,22,4100.477349,2157,2157,1484,1484,854,854,22.079442,21.285793
5,1,-1,18,22,3545.820508,2655,2655,1890,1890,1037,1037,22.825482,22.278589
6,1,-1,18,22,3724.092934,2465,2465,1744,1744,968,968,22.52898,21.92385
7,1,-1,18,22,3910.134243,2299,2299,1606,1606,908,908,22.317075,21.630537
8,1,-1,18,22,4113.915114,2183,2183,1508,1508,874,874,22.195417,21.413075
5,2,-1,18,22,3524.878904,2614,2614,1860,1860,1014,1014,22.707359,22.146731
6,2,-1,18,22,3729.970656,2436,2436,1720,1720,935,935,22.40925,21.791659
7,2,-1,18,22,3898.836507,2271,2271,1583,1583,883,883,22.192418,21.486154
8,2,-1,18,22,4103.413397,2145,2145,1475,1475,852,852,22.015142,21.234457
5,3,-1,18,22,3507.311184,2608,2608,1856,1856,1022,1022,22.802572,22.222604
6,3,-1,18,22,3713.177629,2428,2428,1712,1712,961,961,22.518681,21.868299
7,3,-1,18,22,3931.361185,2265,2265,1578,1578,883,883,22.251774,21.521712
8,3,-1,18,22,4124.430848,2143,2143,1472,1472,854,854,22.140747,21.313398
5,0,0,18,22,3527.12934,2643,2643,1889,1889,999,999,22.512027,21.972269
6,0,0,18,22,3725.20935,2443,2443,1735,1735,917,917,22.220446,21.610166
7,0,0,18,22,3916.797646,2286,2286,1602,1602,864,864,21.98074,21.301334
8,0,0,18,22,4094.730296,2157,2157,1491,1491,827,827,21.880864,21.10159
5,1,0,18,22,3552.527046,2669,2669,1902,1902,1031,1031,22.647402,22.127155
6,1,0,18,22,3737.181108,2474,2474,1758,1758,951,951,22.357009,21.777093
7,1,0,18,22,3935.730065,2315,2315,1623,1623,896,896,22.107693,21.454025
8,1,0,18,22,4111.232228,2182,2182,1510,1510,861,861,21.959332,21.214742
5,2,0,18,22,3538.37024,2638,2638,1886,1886,1009,1009,22.528045,21.994003
6,2,0,18,22,3723.777543,2453,2453,1742,1742,923,923,22.214934,21.611527
7,2,0,18,22,3918.137245,2294,2294,1609,1609,866,866,21.971162,21.295306
8,2,0,18,22,4095.063987,2160,2160,1492,1492,838,838,21.851809,21.101019
5,3,0,18,22,3502.900683,2621,2621,1872,1872,1003,1003,22.652248,22.088754
6,3,0,18,22,3720.982947,2435,2435,1726,1726,921,921,22.32794,21.694638
7,3,0,18,22,3950.288302,2273,2273,1588,1588,871,871,22.090693,21.3858
8,3,0,18,22,4118.322932,2148,2148,1476,1476,845,845,22.000609,21.194397
6,0,1,18,22,3824.618186,2468,2468,1734,1734,983,983,22.72036,22.153677
7,0,1,18,22,4011.785305,2302,2302,1596,1596,927,927,22.496913,21.863215
8,0,1,18,22,4159.738464,2171,2171,1486,1486,891,891,22.317281,21.608706
6,1,1,18,22,3849.598462,2493,2493,1754,1754,1022,1022,22.784947,22.242106
7,1,1,18,22,4004.049851,2326,2326,1615,1615,961,961,22.609625,21.996787
8,1,1,18,22,4182.87597,2212,2212,1521,1521,916,916,22.377013,21.693993
6,2,1,18,22,3868.847576,2489,2489,1750,1750,1026,1026,22.807503,22.267041
7,2,1,18,22,4006.934974,2331,2331,1618,1618,968,968,22.579489,21.983172
8,2,1,18,22,4211.928426,2207,2207,1514,1514,923,923,22.420439,21.744353
6,3,1,18,22,3830.922771,2472,2472,1738,1738,1004,1004,22.825696,22.261142
7,3,1,18,22,4003.112504,2305,2305,1596,1596,946,946,22.583297,21.948921
8,3,1,18,22,4188.420601,2176,2176,1490,1490,906,906,22.353663,21.634327
5,0,2,18,22,3493.466291,2587,2587,1843,1843,975,975,22.521482,21.946653
6,0,2,18,22,3721.136315,2416,2416,1710,1710,902,902,22.23194,21.6027
7,0,2,18,22,3893.467574,2250,2250,1569,1569,854,854,21.999954,21.302444
8,0,2,18,22,4054.686115,2126,2126,1460,1460,815,815,21.891909,21.101479
5,1,2,18,22,3518.765868,2624,2624,1874,1874,983,983,22.472995,21.923619
6,1,2,18,22,3718.969813,2437,2437,1729,1729,911,911,22.194262,21.578042
7,1,2,18,22,3898.882774,2271,2271,1589,1589,859,859,21.966849,21.288332
8,1,2,18,22,4076.842187,2150,2150,1483,1483,810,810,21.846038,21.088141
5,2,2,18,22,3517.845318,2641,2641,1888,1888,990,990,22.511658,21.980049
6,2,2,18,22,3720.190729,2445,2445,1733,1733,929,929,22.267023,21.655968
7,2,2,18,22,3904.478785,2289,2289,1602,1602,878,878,22.018827,21.365561
8,2,2,18,22,4072.063989,2160,2160,1490,1490,832,832,21.912199,21.16368
5,3,2,18,22,3502.572999,2596,2596,1851,1851,974,974,22.455985,21.899955
6,3,2,18,22,3727.19046,2421,2421,1714,1714,898,898,22.130853,21.512091
7,3,2,18,22,3904.798069,2256,2256,1575,1575,849,849,21.877675,21.19919
8,3,2,18,22,4057.969957,2128,2128,1463,1463,805,805,21.722124,20.960344
5,0,3,18,22,3510.925615,2595,2595,1861,1861,923,923,22.110277,21.56304
6,0,3,18,22,3703.452141,2409,2409,1718,1718,837,837,21.814303,21.19146
7,0,3,18,22,3878.81827,2246,2246,1571,1571,795,795,21.580587,20.913055
8,0,3,18,22,4029.715068,2124,2124,1467,1467,768,768,21.472601,20.708952
5,1,3,18,22,3490.699315,2625,2625,1882,1882,916,916,22.032879,21.492425
6,1,3,18,22,3698.948583,2417,2417,1727,1727,839,839,21.730469,21.131464
7,1,3,18,22,3895.218856,2259,2259,1587,1587,790,790,21.533454,20.877874
8,1,3,18,22,4055.846037,2139,2139,1485,1485,758,758,21.37127,20.633292
5,2,3,18,22,3518.01859,2648,2648,1897,1897,948,948,22.136643,21.621918
6,2,3,18,22,3735.60336,2439,2439,1742,1742,864,864,21.782278,21.198101
7,2,3,18,22,3910.296338,2287,2287,1609,1609,817,817,21.603665,20.979588
8,2,3,18,22,4067.369863,2159,2159,1501,1501,779,779,21.481965,20.778865
5,3,3,18,22,3499.868,2629,2629,1887,1887,922,922,21.997393,21.45704
6,3,3,18,22,3713.03059,2416,2416,1721,1721,838,838,21.662032,21.077587
7,3,3,18,22,3895.787473,2263,2263,1590,1590,791,791,21.474658,20.831023
8,3,3,18,22,4057.085701,2132,2132,1478,1478,759,759,21.34735,20.63506
8,0,-2,22,22,4299.471747,2427,2427,1695,1695,996,996,22.60981,22.10198
8,1,-2,22,22,4348.295676,2432,2432,1695,1695,1001,1001,22.670053,22.170548
8,2,-2,22,22,4327.62645,2403,2403,1676,1676,987,987,22.660707,22.131269
7,3,-2,22,22,4130.228642,2537,2537,1788,1788,1031,1031,22.795354,22.320836
8,3,-2,22,22,4289.603574,2403,2403,1675,1675,977,977,22.578201,22.042359
6,0,-1,22,22,3852.661703,2689,2689,1908,1908,1017,1017,22.649273,22.154192
7,0,-1,22,22,4030.350057,2511,2511,1782,1782,963,963,22.332688,21.783536
8,0,-1,22,22,4201.187935,2386,2386,1680,1680,912,912,22.135466,21.547621
6,1,-1,22,22,3871.303682,2703,2703,1914,1914,1034,1034,22.706917,22.216462
7,1,-1,22,22,4045.849036,2524,2524,1791,1791,980,980,22.460519,21.92507
8,1,-1,22,22,4215.900492,2394,2394,1684,1684,928,928,22.223587,21.653884
6,2,-1,22,22,3857.466505,2661,2661,1889,1889,1009,1009,22.623811,22.123988
7,2,-1,22,22,4035.504073,2510,2510,1780,1780,949,949,22.287036,21.753282
8,2,-1,22,22,4207.346928,2369,2369,1662,1662,902,902,22.107125,21.517189
6,3,-1,22,22,3837.66296,2652,2652,1882,1882,1017,1017,22.688697,22.1849
7,3,-1,22,22,4029.883516,2503,2503,1774,1774,955,955,22.367951,21.81107
8,3,-1,22,22,4227.558661,2362,2362,1659,1659,908,908,22.215426,21.605001
6,0,0,22,22,3857.241308,2674,2674,1907,1907,966,966,22.209394,21.727642
7,0,0,22,22,4013.806519,2497,2497,1782,1782,912,912,21.986437,21.458065
8,0,0,22,22,4168.794188,2361,2361,1664,1664,860,860,21.806658,21.238102
6,1,0,22,22,3856.399517,2701,2701,1916,1916,1007,1007,22.386903,21.924164
7,1,0,22,22,4046.967159,2518,2518,1796,1796,945,945,22.114262,21.601081
8,1,0,22,22,4189.178462,2398,2398,1691,1691,894,894,21.958109,21.40789
6,2,0,22,22,3849.198248,2670,2670,1903,1903,976,976,22.189638,21.712641
7,2,0,22,22,4023.158058,2506,2506,1782,1782,922,922,21.964413,21.450893
8,2,0,22,22,4198.356312,2369,2369,1668,1668,864,864,21.790915,21.233818
6,3,0,22,22,3842.858914,2659,2659,1890,1890,972,972,22.312328,21.810378
7,3,0,22,22,4027.459061,2500,2500,1780,1780,920,920,22.057702,21.524254
8,3,0,22,22,4207.953032,2365,2365,1667,1667,875,875,21.931536,21.341713
7,0,1,22,22,4130.228554,2537,2537,1788,1788,1031,1031,22.79527,22.320752
8,0,1,22,22,4289.608577,2403,2403,1675,1675,977,977,22.578139,22.042298
8,1,1,22,22,4299.471954,2427,2427,1695,1695,996,996,22.609892,22.102062
8,2,1,22,22,4348.294274,2432,2432,1695,1695,1001,1001,22.669962,22.170457
8,3,1,22,22,4327.622466,2403,2403,1676,1676,987,987,22.660769,22.131332
6,0,2,22,22,3837.054981,2652,2652,1882,1882,1017,1017,22.688533,22.184736
7,0,2,22,22,4029.878906,2503,2503,1774,1774,955,955,22.367923,21.811042
8,0,2,22,22,4227.553508,2362,2362,1659,1659,908,908,22.215398,21.604974
6,1,2,22,22,3852.661703,2689,2689,1908,1908,1017,1017,22.649273,22.154192
7,1,2,22,22,4030.349976,2511,2511,1782,1782,963,963,22.332687,21.783535
8,1,2,22,22,4201.193228,2386,2386,1680,1680,912,912,22.135494,21.54765
6,2,2,22,22,3871.30396,2703,2703,1914,1914,1034,1034,22.707076,22.216621
7,2,2,22,22,4045.848983,2524,2524,1791,1791,980,980,22.460518,21.925069
8,2,2,22,22,4215.900492,2394,2394,1684,1684,928,928,22.223587,21.653884
6,3,2,22,22,3856.862449,2661,2661,1889,1889,1009,1009,22.623648,22.123824
7,3,2,22,22,4035.504073,2510,2510,1780,1780,949,949,22.287036,21.753282
8,3,2,22,22,4207.347003,2369,2369,1662,1662,902,902,22.10719,21.517254
6,0,3,22,22,3842.862745,2659,2659,1890,1890,972,972,22.312361,21.810411
7,0,3,22,22,4027.459061,2500,2500,1780,1780,920,920,22.057702,21.524254
8,0,3,22,22,4207.953032,2365,2365,1667,1667,875,875,21.931536,21.341713
6,1,3,22,22,3857.241872,2674,2674,1907,1907,966,966,22.209555,21.727803
7,1,3,22,22,4013.806438,2497,2497,1782,1782,912,912,21.986437,21.458064
8,1,3,22,22,4168.793777,2361,2361,1664,1664,860,860,21.806594,21.238038
6,2,3,22,22,3856.399599,2701,2701,1916,1916,1007,1007,22.386839,21.924101
7,2,3,22,22,4046.963432,2518,2518,1796,1796,945,945,22.114318,21.601136
8,2,3,22,22,4189.172698,2398,2398,1691,1691,894,894,21.957946,21.407727
6,3,3,22,22,3849.198269,2670,2670,1903,1903,976,976,22.189709,21.712712
7,3,3,22,22,4023.157457,2506,2506,1782,1782,922,922,21.964328,21.450807
8,3,3,22,22,4200.076864,2369,2369,1668,1668,864,864,21.790822,21.233725
